storm_id,storm_name,date,time,record_identifier,storm_type,latitude,longitude,max_sustained_wind_knots,min_central_pressure_mb,latitude_float,longitude_float
AL031943,UNNAMED,19430819,1800,,TS,14.6N,56.9W,60,-999,14.6,-56.9
AL031943,UNNAMED,19430820,0000,,HU,15.1N,57.5W,65,-999,15.1,-57.5
AL031943,UNNAMED,19430820,0600,,HU,15.6N,58.1W,70,-999,15.6,-58.1
AL031943,UNNAMED,19430820,1200,,HU,16.2N,58.7W,70,-999,16.2,-58.7
AL031943,UNNAMED,19430820,1800,,HU,16.9N,59.3W,75,-999,16.9,-59.3
AL031943,UNNAMED,19430821,0000,,HU,17.6N,60.0W,80,-999,17.6,-60.0
AL031943,UNNAMED,19430821,0600,,HU,18.3N,60.8W,85,-999,18.3,-60.8
AL031943,UNNAMED,19430821,1200,,HU,19.0N,61.5W,85,-999,19.0,-61.5
AL031943,UNNAMED,19430821,1800,,HU,19.8N,62.2W,90,-999,19.8,-62.2
AL031943,UNNAMED,19430822,0000,,HU,20.7N,62.8W,90,-999,20.7,-62.8
AL031943,UNNAMED,19430822,0600,,HU,21.6N,63.4W,95,-999,21.6,-63.4
AL031943,UNNAMED,19430822,1200,,HU,22.5N,64.0W,95,-999,22.5,-64.0
AL031943,UNNAMED,19430822,1800,,HU,23.5N,64.5W,100,-999,23.5,-64.5
AL031943,UNNAMED,19430823,0000,,HU,24.5N,65.0W,105,-999,24.5,-65.0
AL031943,UNNAMED,19430823,0600,,HU,25.5N,65.5W,105,-999,25.5,-65.5
AL031943,UNNAMED,19430823,1200,,HU,26.5N,66.0W,110,-999,26.5,-66.0
AL031943,UNNAMED,19430823,1800,,HU,27.4N,66.4W,115,-999,27.4,-66.4
AL031943,UNNAMED,19430824,0000,,HU,28.2N,66.7W,115,-999,28.2,-66.7
AL031943,UNNAMED,19430824,0600,,HU,29.0N,67.0W,120,-999,29.0,-67.0
AL031943,UNNAMED,19430824,1200,,HU,30.0N,67.3W,120,-999,30.0,-67.3
AL031943,UNNAMED,19430824,1800,,HU,31.3N,67.5W,120,-999,31.3,-67.5
AL031943,UNNAMED,19430825,0000,,HU,32.8N,67.6W,120,-999,32.8,-67.6
AL031943,UNNAMED,19430825,0600,,HU,34.3N,67.6W,110,-999,34.3,-67.6
AL031943,UNNAMED,19430825,1200,,HU,36.0N,67.2W,100,-999,36.0,-67.2
AL031943,UNNAMED,19430825,1800,,HU,37.8N,65.7W,90,-999,37.8,-65.7
AL031943,UNNAMED,19430826,0000,,EX,39.7N,62.6W,75,-999,39.7,-62.6
AL031943,UNNAMED,19430826,0600,,EX,41.8N,57.7W,65,-999,41.8,-57.7
AL031943,UNNAMED,19430826,1200,,EX,43.9N,53.0W,60,-999,43.9,-53.0
AL031943,UNNAMED,19430826,1800,,EX,45.6N,50.3W,55,-999,45.6,-50.3
AL031943,UNNAMED,19430827,0000,,EX,47.4N,47.5W,50,-999,47.4,-47.5
AL031943,UNNAMED,19430827,0600,,EX,49.7N,44.8W,45,-999,49.7,-44.8
AL031943,UNNAMED,19430827,1200,,EX,52.0N,42.0W,45,-999,52.0,-42.0
AL041943,UNNAMED,19430901,0600,,TS,24.5N,59.5W,60,-999,24.5,-59.5
AL041943,UNNAMED,19430901,1200,,HU,25.3N,59.9W,70,-999,25.3,-59.9
AL041943,UNNAMED,19430901,1800,,HU,26.4N,60.9W,75,-999,26.4,-60.9
AL041943,UNNAMED,19430902,0000,,HU,27.6N,61.6W,80,-999,27.6,-61.6
AL041943,UNNAMED,19430902,0600,,HU,28.8N,62.0W,80,-999,28.8,-62.0
AL041943,UNNAMED,19430902,1200,,HU,30.0N,62.2W,85,-999,30.0,-62.2
AL041943,UNNAMED,19430902,1800,,HU,30.6N,62.4W,85,-999,30.6,-62.4
AL041943,UNNAMED,19430903,0000,,HU,31.0N,62.4W,90,-999,31.0,-62.4
AL041943,UNNAMED,19430903,0600,,HU,31.4N,62.8W,95,-999,31.4,-62.8
AL041943,UNNAMED,19430903,1200,,HU,31.8N,62.8W,95,-999,31.8,-62.8
AL041943,UNNAMED,19430903,1800,,HU,32.2N,62.5W,100,-999,32.2,-62.5
AL041943,UNNAMED,19430904,0000,,HU,32.4N,61.9W,100,-999,32.4,-61.9
AL041943,UNNAMED,19430904,0600,,HU,32.5N,61.2W,105,-999,32.5,-61.2
AL041943,UNNAMED,19430904,1200,,HU,32.7N,60.8W,105,-999,32.7,-60.8
AL041943,UNNAMED,19430904,1800,,HU,32.9N,60.6W,105,-999,32.9,-60.6
AL041943,UNNAMED,19430905,0000,,HU,33.2N,60.9W,100,-999,33.2,-60.9
AL041943,UNNAMED,19430905,0600,,HU,33.5N,61.3W,95,-999,33.5,-61.3
AL041943,UNNAMED,19430905,1200,,HU,33.7N,61.6W,95,-999,33.7,-61.6
AL041943,UNNAMED,19430905,1800,,HU,33.9N,61.9W,95,-999,33.9,-61.9
AL041943,UNNAMED,19430906,0000,,HU,34.2N,62.2W,95,-999,34.2,-62.2
AL041943,UNNAMED,19430906,0600,,HU,34.4N,62.4W,95,-999,34.4,-62.4
AL041943,UNNAMED,19430906,1200,,HU,34.7N,62.6W,95,-999,34.7,-62.6
AL041943,UNNAMED,19430906,1800,,HU,34.9N,62.8W,95,-999,34.9,-62.8
AL041943,UNNAMED,19430907,0000,,HU,35.1N,63.0W,95,-999,35.1,-63.0
AL041943,UNNAMED,19430907,0600,,HU,35.4N,63.1W,95,-999,35.4,-63.1
AL041943,UNNAMED,19430907,1200,,HU,35.7N,63.2W,95,-999,35.7,-63.2
AL041943,UNNAMED,19430907,1800,,HU,36.1N,63.3W,90,-999,36.1,-63.3
AL041943,UNNAMED,19430908,0000,,HU,36.5N,63.3W,90,-999,36.5,-63.3
AL041943,UNNAMED,19430908,0600,,HU,36.9N,63.2W,90,-999,36.9,-63.2
AL041943,UNNAMED,19430908,1200,,HU,37.5N,63.1W,85,-999,37.5,-63.1
AL041943,UNNAMED,19430908,1800,,HU,38.6N,63.0W,80,-999,38.6,-63.0
AL041943,UNNAMED,19430909,0000,,HU,40.1N,62.5W,75,-999,40.1,-62.5
AL041943,UNNAMED,19430909,0600,,HU,42.2N,61.7W,70,-999,42.2,-61.7
AL041943,UNNAMED,19430909,1200,,TS,44.5N,60.8W,60,-999,44.5,-60.8
AL041943,UNNAMED,19430909,1800,,TS,46.8N,57.5W,55,-999,46.8,-57.5
AL041943,UNNAMED,19430910,0000,,EX,49.5N,54.0W,45,-999,49.5,-54.0
AL051943,UNNAMED,19430913,0000,,TD,26.0N,77.8W,30,-999,26.0,-77.8
AL051943,UNNAMED,19430913,0600,,TS,26.8N,77.8W,35,-999,26.8,-77.8
AL051943,UNNAMED,19430913,1200,,TS,28.0N,77.5W,40,-999,28.0,-77.5
AL051943,UNNAMED,19430913,1800,,TS,29.5N,76.5W,45,-999,29.5,-76.5
AL051943,UNNAMED,19430914,0000,,TS,31.0N,75.5W,45,-999,31.0,-75.5
AL051943,UNNAMED,19430914,0600,,TS,32.5N,74.5W,45,-999,32.5,-74.5
AL051943,UNNAMED,19430914,1200,,TS,34.1N,73.5W,45,-999,34.1,-73.5
AL051943,UNNAMED,19430914,1800,,TS,35.5N,72.5W,45,-999,35.5,-72.5
AL051943,UNNAMED,19430915,0000,,TS,36.8N,71.5W,45,-999,36.8,-71.5
AL051943,UNNAMED,19430915,0600,,TS,38.3N,70.5W,45,-999,38.3,-70.5
AL051943,UNNAMED,19430915,1200,,EX,40.0N,69.2W,40,-999,40.0,-69.2
AL051943,UNNAMED,19430915,1800,,EX,41.8N,67.0W,40,-999,41.8,-67.0
AL051943,UNNAMED,19430916,0000,,EX,43.5N,64.8W,40,-999,43.5,-64.8
AL051943,UNNAMED,19430916,0600,,EX,45.2N,62.5W,40,-999,45.2,-62.5
AL051943,UNNAMED,19430916,1200,,EX,47.1N,60.1W,40,-999,47.1,-60.1
AL051943,UNNAMED,19430916,1800,,EX,49.0N,57.3W,35,-999,49.0,-57.3
AL051943,UNNAMED,19430917,0000,,EX,51.2N,53.8W,35,-999,51.2,-53.8
AL051943,UNNAMED,19430917,0600,,EX,54.0N,49.0W,35,-999,54.0,-49.0
AL061943,UNNAMED,19430915,1800,,TS,23.8N,93.9W,40,-999,23.8,-93.9
AL061943,UNNAMED,19430916,0000,,TS,25.0N,94.3W,45,-999,25.0,-94.3
AL061943,UNNAMED,19430916,0600,,TS,26.2N,94.7W,55,-999,26.2,-94.7
AL061943,UNNAMED,19430916,1200,,HU,27.0N,95.0W,65,-999,27.0,-95.0
AL061943,UNNAMED,19430916,1800,,HU,27.6N,95.3W,75,-999,27.6,-95.3
AL061943,UNNAMED,19430917,0000,,HU,27.8N,95.4W,80,-999,27.8,-95.4
AL061943,UNNAMED,19430917,0600,,HU,27.7N,95.4W,85,-999,27.7,-95.4
AL061943,UNNAMED,19430917,1200,,HU,27.4N,95.3W,85,-999,27.4,-95.3
AL061943,UNNAMED,19430917,1800,,HU,26.9N,95.1W,85,-999,26.9,-95.1
AL061943,UNNAMED,19430918,0000,,HU,26.6N,94.8W,80,-999,26.6,-94.8
AL061943,UNNAMED,19430918,0600,,HU,26.7N,94.5W,75,-999,26.7,-94.5
AL061943,UNNAMED,19430918,1200,,HU,27.1N,94.1W,75,-999,27.1,-94.1
AL061943,UNNAMED,19430918,1800,,HU,27.5N,93.8W,70,-999,27.5,-93.8
AL061943,UNNAMED,19430919,0000,,TS,27.9N,93.5W,60,-999,27.9,-93.5
AL061943,UNNAMED,19430919,0600,,TS,28.3N,93.0W,60,-999,28.3,-93.0
AL061943,UNNAMED,19430919,1200,,TS,28.7N,92.5W,50,-999,28.7,-92.5
AL061943,UNNAMED,19430919,1800,,TS,29.1N,92.1W,40,-999,29.1,-92.1
AL061943,UNNAMED,19430920,0000,,TS,29.4N,92.0W,35,-999,29.4,-92.0
AL061943,UNNAMED,19430920,0600,,TD,29.5N,92.0W,25,-999,29.5,-92.0
AL061943,UNNAMED,19430920,1200,,TD,29.5N,92.0W,25,-999,29.5,-92.0
AL071943,UNNAMED,19430928,0600,,TS,29.0N,65.8W,35,-999,29.0,-65.8
AL071943,UNNAMED,19430928,1200,,TS,30.0N,66.3W,35,-999,30.0,-66.3
AL071943,UNNAMED,19430928,1800,,TS,31.5N,66.7W,40,-999,31.5,-66.7
AL071943,UNNAMED,19430929,0000,,TS,32.7N,67.1W,40,-999,32.7,-67.1
AL071943,UNNAMED,19430929,0600,,TS,33.8N,67.5W,45,-999,33.8,-67.5
AL071943,UNNAMED,19430929,1200,,TS,34.6N,68.2W,45,-999,34.6,-68.2
AL071943,UNNAMED,19430929,1800,,TS,35.2N,69.2W,50,-999,35.2,-69.2
AL071943,UNNAMED,19430930,0000,,TS,35.7N,70.4W,50,-999,35.7,-70.4
AL071943,UNNAMED,19430930,0600,,TS,36.1N,71.7W,50,-999,36.1,-71.7
AL071943,UNNAMED,19430930,1200,,TS,36.5N,73.0W,55,-999,36.5,-73.0
AL071943,UNNAMED,19430930,1800,,TS,37.0N,74.5W,55,-999,37.0,-74.5
AL071943,UNNAMED,19431001,0000,L,TS,37.7N,75.7W,55,997,37.7,-75.7
AL071943,UNNAMED,19431001,0600,,TS,38.5N,76.6W,45,-999,38.5,-76.6
AL071943,UNNAMED,19431001,1200,,TS,39.5N,76.8W,35,-999,39.5,-76.8
AL071943,UNNAMED,19431001,1800,,TD,40.5N,77.0W,30,-999,40.5,-77.0
AL071943,UNNAMED,19431002,0000,,TD,41.5N,77.2W,25,-999,41.5,-77.2
AL081943,UNNAMED,19431001,0600,,TS,24.0N,60.7W,60,-999,24.0,-60.7
AL081943,UNNAMED,19431001,1200,,TS,26.0N,62.0W,60,-999,26.0,-62.0
AL081943,UNNAMED,19431001,1800,,TS,28.0N,63.4W,60,-999,28.0,-63.4
AL081943,UNNAMED,19431002,0000,,TS,30.0N,65.0W,55,-999,30.0,-65.0
AL081943,UNNAMED,19431002,0600,,TS,32.0N,66.6W,50,-999,32.0,-66.6
AL081943,UNNAMED,19431002,1200,,TS,34.3N,67.5W,45,-999,34.3,-67.5
AL081943,UNNAMED,19431002,1800,,TS,37.0N,67.5W,45,-999,37.0,-67.5
AL081943,UNNAMED,19431003,0000,,TS,40.0N,66.0W,45,-999,40.0,-66.0
AL081943,UNNAMED,19431003,0600,,EX,43.5N,63.0W,45,-999,43.5,-63.0
AL081943,UNNAMED,19431003,1200,,EX,48.0N,59.0W,45,-999,48.0,-59.0
AL081943,UNNAMED,19431003,1800,,EX,53.0N,55.5W,40,-999,53.0,-55.5
AL091943,UNNAMED,19431011,0600,,TS,12.7N,60.5W,45,-999,12.7,-60.5
AL091943,UNNAMED,19431011,1200,,TS,12.7N,61.0W,50,-999,12.7,-61.0
AL091943,UNNAMED,19431011,1800,,TS,12.8N,61.5W,50,-999,12.8,-61.5
AL091943,UNNAMED,19431012,0000,,TS,12.8N,62.0W,55,-999,12.8,-62.0
AL091943,UNNAMED,19431012,0600,,TS,12.9N,62.5W,60,-999,12.9,-62.5
AL091943,UNNAMED,19431012,1200,,HU,13.0N,63.0W,65,-999,13.0,-63.0
AL091943,UNNAMED,19431012,1800,,HU,13.2N,63.5W,70,-999,13.2,-63.5
AL091943,UNNAMED,19431013,0000,,HU,13.4N,64.0W,70,-999,13.4,-64.0
AL091943,UNNAMED,19431013,0600,,HU,13.6N,64.5W,75,-999,13.6,-64.5
AL091943,UNNAMED,19431013,1200,,HU,14.0N,65.0W,75,-999,14.0,-65.0
AL091943,UNNAMED,19431013,1800,,HU,14.5N,65.5W,75,-999,14.5,-65.5
AL091943,UNNAMED,19431014,0000,,HU,15.1N,66.0W,75,-999,15.1,-66.0
AL091943,UNNAMED,19431014,0600,,HU,15.7N,66.5W,80,-999,15.7,-66.5
AL091943,UNNAMED,19431014,1200,,HU,16.5N,67.0W,80,-999,16.5,-67.0
AL091943,UNNAMED,19431014,1800,,HU,17.5N,67.5W,80,-999,17.5,-67.5
AL091943,UNNAMED,19431015,0000,,HU,18.7N,68.0W,80,-999,18.7,-68.0
AL091943,UNNAMED,19431015,0600,,HU,20.0N,68.4W,85,-999,20.0,-68.4
AL091943,UNNAMED,19431015,1200,,HU,21.5N,68.5W,85,-999,21.5,-68.5
AL091943,UNNAMED,19431015,1800,,HU,23.1N,68.5W,90,-999,23.1,-68.5
AL091943,UNNAMED,19431016,0000,,HU,24.8N,68.4W,90,-999,24.8,-68.4
AL091943,UNNAMED,19431016,0600,,HU,26.6N,68.2W,95,-999,26.6,-68.2
AL091943,UNNAMED,19431016,1200,,HU,28.7N,68.0W,95,-999,28.7,-68.0
AL091943,UNNAMED,19431016,1800,,HU,31.0N,67.8W,95,-999,31.0,-67.8
AL091943,UNNAMED,19431017,0000,,TS,33.6N,67.5W,60,-999,33.6,-67.5
AL091943,UNNAMED,19431017,0600,,TS,37.0N,67.0W,45,-999,37.0,-67.0
AL101943,UNNAMED,19431020,1200,,TD,16.0N,81.0W,25,-999,16.0,-81.0
AL101943,UNNAMED,19431020,1800,,TD,16.2N,81.4W,30,-999,16.2,-81.4
AL101943,UNNAMED,19431021,0000,,TS,16.4N,81.9W,35,-999,16.4,-81.9
AL101943,UNNAMED,19431021,0600,,TS,16.6N,82.4W,40,-999,16.6,-82.4
AL101943,UNNAMED,19431021,1200,,TS,16.7N,83.0W,40,-999,16.7,-83.0
AL101943,UNNAMED,19431021,1800,,TS,16.7N,83.7W,40,-999,16.7,-83.7
AL101943,UNNAMED,19431022,0000,,TS,16.8N,84.6W,40,-999,16.8,-84.6
AL101943,UNNAMED,19431022,0600,,TS,16.9N,85.6W,40,-999,16.9,-85.6
AL101943,UNNAMED,19431022,1200,,TS,17.0N,86.5W,40,-999,17.0,-86.5
AL101943,UNNAMED,19431022,1800,,TS,17.2N,87.1W,35,-999,17.2,-87.1
AL101943,UNNAMED,19431023,0000,,TS,17.5N,87.6W,35,-999,17.5,-87.6
AL101943,UNNAMED,19431023,0600,,TS,17.8N,87.8W,35,-999,17.8,-87.8
AL101943,UNNAMED,19431023,1200,,TS,18.0N,88.0W,35,-999,18.0,-88.0
AL101943,UNNAMED,19431023,1800,,TS,18.0N,88.2W,35,-999,18.0,-88.2
AL101943,UNNAMED,19431024,0000,,TS,17.9N,88.3W,35,-999,17.9,-88.3
AL101943,UNNAMED,19431024,0600,,TS,17.7N,88.0W,35,-999,17.7,-88.0
AL101943,UNNAMED,19431024,1200,,TS,17.5N,87.5W,35,-999,17.5,-87.5
AL101943,UNNAMED,19431024,1800,,TS,17.4N,87.0W,35,-999,17.4,-87.0
AL101943,UNNAMED,19431025,0000,,TS,17.3N,86.4W,35,-999,17.3,-86.4
AL101943,UNNAMED,19431025,0600,,TS,17.3N,85.7W,35,-999,17.3,-85.7
AL101943,UNNAMED,19431025,1200,,TS,17.3N,85.0W,35,-999,17.3,-85.0
AL101943,UNNAMED,19431025,1800,,TS,17.5N,84.3W,35,-999,17.5,-84.3
AL101943,UNNAMED,19431026,0000,,TS,17.7N,83.6W,35,-999,17.7,-83.6
AL101943,UNNAMED,19431026,0600,,EX,18.0N,82.8W,35,-999,18.0,-82.8
AL101943,UNNAMED,19431026,1200,,EX,18.2N,82.0W,35,-999,18.2,-82.0
AL101943,UNNAMED,19431026,1800,,EX,18.3N,81.0W,30,-999,18.3,-81.0
AL011944,UNNAMED,19440713,0600,,TD,19.6N,68.6W,30,-999,19.6,-68.6
AL011944,UNNAMED,19440713,1200,,TD,20.7N,69.5W,30,-999,20.7,-69.5
AL011944,UNNAMED,19440713,1800,,TD,21.5N,70.4W,30,-999,21.5,-70.4
AL011944,UNNAMED,19440714,0000,,TS,22.3N,71.2W,35,-999,22.3,-71.2
AL011944,UNNAMED,19440714,0600,,TS,23.1N,72.0W,35,-999,23.1,-72.0
AL011944,UNNAMED,19440714,1200,,TS,24.0N,72.8W,35,-999,24.0,-72.8
AL011944,UNNAMED,19440714,1800,,TS,25.1N,73.5W,40,-999,25.1,-73.5
AL011944,UNNAMED,19440715,0000,,TS,26.2N,74.1W,45,-999,26.2,-74.1
AL011944,UNNAMED,19440715,0600,,TS,27.4N,74.6W,50,-999,27.4,-74.6
AL011944,UNNAMED,19440715,1200,,TS,28.5N,75.0W,55,-999,28.5,-75.0
AL011944,UNNAMED,19440715,1800,,TS,29.4N,75.3W,55,-999,29.4,-75.3
AL011944,UNNAMED,19440716,0000,,TS,30.2N,75.5W,60,-999,30.2,-75.5
AL011944,UNNAMED,19440716,0600,,HU,30.9N,75.6W,65,-999,30.9,-75.6
AL011944,UNNAMED,19440716,1200,,HU,31.4N,75.5W,65,-999,31.4,-75.5
AL011944,UNNAMED,19440716,1800,,HU,31.8N,75.2W,65,-999,31.8,-75.2
AL011944,UNNAMED,19440717,0000,,HU,32.2N,74.8W,70,-999,32.2,-74.8
AL011944,UNNAMED,19440717,0600,,HU,32.5N,74.3W,70,-999,32.5,-74.3
AL011944,UNNAMED,19440717,1200,,HU,32.8N,73.5W,70,-999,32.8,-73.5
AL011944,UNNAMED,19440717,1800,,HU,33.1N,72.6W,70,-999,33.1,-72.6
AL011944,UNNAMED,19440718,0000,,HU,33.3N,71.6W,65,-999,33.3,-71.6
AL011944,UNNAMED,19440718,0600,,HU,33.6N,70.6W,65,-999,33.6,-70.6
AL011944,UNNAMED,19440718,1200,,HU,34.0N,69.5W,65,-999,34.0,-69.5
AL011944,UNNAMED,19440718,1800,,TS,35.0N,68.0W,60,-999,35.0,-68.0
AL011944,UNNAMED,19440719,0000,,EX,36.5N,65.5W,60,-999,36.5,-65.5
AL011944,UNNAMED,19440719,0600,,EX,38.2N,62.2W,60,-999,38.2,-62.2
AL011944,UNNAMED,19440719,1200,,EX,40.2N,58.2W,60,-999,40.2,-58.2
AL011944,UNNAMED,19440719,1800,,EX,42.2N,54.0W,50,-999,42.2,-54.0
AL011944,UNNAMED,19440720,0000,,EX,44.2N,49.8W,45,-999,44.2,-49.8
AL021944,UNNAMED,19440724,0600,,TS,13.4N,56.6W,35,-999,13.4,-56.6
AL021944,UNNAMED,19440724,1200,,TS,13.7N,58.4W,40,-999,13.7,-58.4
AL021944,UNNAMED,19440724,1800,,TS,14.0N,60.4W,45,-999,14.0,-60.4
AL021944,UNNAMED,19440725,0000,,TS,14.3N,62.2W,50,-999,14.3,-62.2
AL021944,UNNAMED,19440725,0600,,TS,14.7N,63.9W,55,-999,14.7,-63.9
AL021944,UNNAMED,19440725,1200,,TS,15.1N,65.6W,55,-999,15.1,-65.6
AL021944,UNNAMED,19440725,1800,,TS,15.6N,67.3W,55,-999,15.6,-67.3
AL021944,UNNAMED,19440726,0000,,TS,16.1N,69.0W,55,-999,16.1,-69.0
AL021944,UNNAMED,19440726,0600,,TS,16.4N,70.7W,55,-999,16.4,-70.7
AL021944,UNNAMED,19440726,1200,,TS,16.6N,72.5W,55,-999,16.6,-72.5
AL021944,UNNAMED,19440726,1800,,TS,16.6N,74.4W,50,-999,16.6,-74.4
AL021944,UNNAMED,19440727,0000,,TS,16.6N,76.4W,45,-999,16.6,-76.4
AL021944,UNNAMED,19440727,0600,,TS,16.8N,78.3W,35,-999,16.8,-78.3
AL021944,UNNAMED,19440727,1200,,TD,17.0N,80.0W,30,-999,17.0,-80.0
AL021944,UNNAMED,19440727,1800,,TD,17.2N,81.6W,25,-999,17.2,-81.6
AL031944,UNNAMED,19440730,1200,,TS,21.5N,69.0W,35,-999,21.5,-69.0
AL031944,UNNAMED,19440730,1800,,TS,22.5N,70.5W,40,-999,22.5,-70.5
AL031944,UNNAMED,19440731,0000,,TS,23.4N,72.2W,45,-999,23.4,-72.2
AL031944,UNNAMED,19440731,0600,,TS,24.3N,73.8W,50,-999,24.3,-73.8
AL031944,UNNAMED,19440731,1200,,TS,26.2N,75.2W,55,-999,26.2,-75.2
AL031944,UNNAMED,19440731,1800,,TS,27.2N,76.1W,60,-999,27.2,-76.1
AL031944,UNNAMED,19440801,0000,,HU,28.2N,76.7W,65,-999,28.2,-76.7
AL031944,UNNAMED,19440801,0600,,HU,29.3N,77.2W,65,-999,29.3,-77.2
AL031944,UNNAMED,19440801,1200,,HU,30.5N,77.7W,70,-999,30.5,-77.7
AL031944,UNNAMED,19440801,1800,,HU,32.0N,78.0W,70,-999,32.0,-78.0
AL031944,UNNAMED,19440801,2300,L,HU,33.9N,78.1W,70,985,33.9,-78.1
AL031944,UNNAMED,19440802,0000,,TS,34.1N,78.2W,60,985,34.1,-78.2
AL031944,UNNAMED,19440802,0600,,TS,35.7N,78.2W,45,-999,35.7,-78.2
AL031944,UNNAMED,19440802,1200,,TS,36.9N,78.0W,35,-999,36.9,-78.0
AL031944,UNNAMED,19440802,1800,,TS,37.8N,77.4W,35,-999,37.8,-77.4
AL031944,UNNAMED,19440803,0000,,TS,38.5N,76.2W,35,-999,38.5,-76.2
AL031944,UNNAMED,19440803,0600,,TS,39.2N,74.5W,35,-999,39.2,-74.5
AL031944,UNNAMED,19440803,1200,,TS,39.8N,72.8W,35,-999,39.8,-72.8
AL031944,UNNAMED,19440803,1800,,TS,40.3N,71.0W,35,-999,40.3,-71.0
AL031944,UNNAMED,19440804,0000,,TD,40.8N,69.4W,30,-999,40.8,-69.4
AL031944,UNNAMED,19440804,0600,,TD,41.3N,67.9W,30,-999,41.3,-67.9
AL041944,UNNAMED,19440816,1800,,TS,12.1N,59.5W,50,-999,12.1,-59.5
AL041944,UNNAMED,19440817,0000,,TS,12.1N,60.5W,60,-999,12.1,-60.5
AL041944,UNNAMED,19440817,0600,,HU,12.3N,61.5W,65,-999,12.3,-61.5
AL041944,UNNAMED,19440817,1200,,HU,12.7N,62.5W,70,-999,12.7,-62.5
AL041944,UNNAMED,19440817,1800,,HU,13.3N,63.5W,75,-999,13.3,-63.5
AL041944,UNNAMED,19440818,0000,,HU,14.0N,64.5W,80,-999,14.0,-64.5
AL041944,UNNAMED,19440818,0600,,HU,14.7N,65.5W,85,-999,14.7,-65.5
AL041944,UNNAMED,19440818,1200,,HU,15.2N,66.6W,90,973,15.2,-66.6
AL041944,UNNAMED,19440818,1800,,HU,15.5N,67.8W,90,-999,15.5,-67.8
AL041944,UNNAMED,19440819,0000,,HU,15.7N,69.0W,90,-999,15.7,-69.0
AL041944,UNNAMED,19440819,0600,,HU,15.8N,70.1W,95,-999,15.8,-70.1
AL041944,UNNAMED,19440819,1200,,HU,15.9N,71.2W,100,-999,15.9,-71.2
AL041944,UNNAMED,19440819,1800,,HU,16.2N,72.2W,105,-999,16.2,-72.2
AL041944,UNNAMED,19440820,0000,,HU,16.7N,73.2W,105,-999,16.7,-73.2
AL041944,UNNAMED,19440820,0600,,HU,17.4N,74.2W,105,-999,17.4,-74.2
AL041944,UNNAMED,19440820,1200,,HU,17.9N,75.3W,105,-999,17.9,-75.3
AL041944,UNNAMED,19440820,1800,,HU,18.3N,76.6W,90,-999,18.3,-76.6
AL041944,UNNAMED,19440821,0000,,HU,18.6N,78.2W,75,-999,18.6,-78.2
AL041944,UNNAMED,19440821,0600,,HU,18.8N,79.7W,75,-999,18.8,-79.7
AL041944,UNNAMED,19440821,1200,,HU,19.0N,81.1W,75,-999,19.0,-81.1
AL041944,UNNAMED,19440821,1800,,HU,19.2N,82.7W,75,-999,19.2,-82.7
AL041944,UNNAMED,19440822,0000,,HU,19.4N,84.3W,80,-999,19.4,-84.3
AL041944,UNNAMED,19440822,0600,,HU,19.7N,86.0W,80,-999,19.7,-86.0
AL041944,UNNAMED,19440822,1200,,HU,20.0N,87.7W,80,-999,20.0,-87.7
AL041944,UNNAMED,19440822,1800,,HU,20.2N,89.3W,65,-999,20.2,-89.3
AL041944,UNNAMED,19440823,0000,,TS,20.4N,90.7W,55,-999,20.4,-90.7
AL041944,UNNAMED,19440823,0600,,TS,20.6N,92.0W,50,-999,20.6,-92.0
AL041944,UNNAMED,19440823,1200,,TS,20.7N,93.3W,45,-999,20.7,-93.3
AL041944,UNNAMED,19440823,1800,,TS,20.8N,94.6W,45,-999,20.8,-94.6
AL041944,UNNAMED,19440824,0000,,TS,20.7N,95.8W,40,-999,20.7,-95.8
AL041944,UNNAMED,19440824,0600,,TS,20.6N,97.0W,35,-999,20.6,-97.0
AL041944,UNNAMED,19440824,1200,,TD,20.5N,98.2W,25,-999,20.5,-98.2
AL051944,UNNAMED,19440818,1200,,TD,20.5N,85.0W,25,-999,20.5,-85.0
AL051944,UNNAMED,19440818,1800,,TD,20.9N,85.6W,25,-999,20.9,-85.6
AL051944,UNNAMED,19440819,0000,,TD,21.3N,86.2W,30,-999,21.3,-86.2
AL051944,UNNAMED,19440819,0600,,TD,21.7N,86.8W,30,-999,21.7,-86.8
AL051944,UNNAMED,19440819,1200,,TD,22.0N,87.5W,30,-999,22.0,-87.5
AL051944,UNNAMED,19440819,1800,,TS,22.3N,88.3W,35,-999,22.3,-88.3
AL051944,UNNAMED,19440820,0000,,TS,22.6N,89.2W,35,-999,22.6,-89.2
AL051944,UNNAMED,19440820,0600,,TS,22.9N,90.1W,40,-999,22.9,-90.1
AL051944,UNNAMED,19440820,1200,,TS,23.0N,91.0W,40,-999,23.0,-91.0
AL051944,UNNAMED,19440820,1800,,TS,23.0N,91.9W,45,-999,23.0,-91.9
AL051944,UNNAMED,19440821,0000,,TS,23.1N,92.8W,50,-999,23.1,-92.8
AL051944,UNNAMED,19440821,0600,,TS,23.3N,93.7W,50,-999,23.3,-93.7
AL051944,UNNAMED,19440821,1200,,TS,23.5N,94.5W,50,-999,23.5,-94.5
AL051944,UNNAMED,19440821,1800,,TS,23.8N,95.2W,50,-999,23.8,-95.2
AL051944,UNNAMED,19440822,0000,,TS,24.0N,95.8W,50,-999,24.0,-95.8
AL051944,UNNAMED,19440822,0600,,TS,24.3N,96.4W,50,-999,24.3,-96.4
